latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
24.92936,84.14852,310.02,0.43,0.38,2026-08-21,2025,N,nominal,2.0NRT,289.28,2.91,N
24.92917,84.14589,308.3,0.43,0.38,2026-08-21,2025,N,nominal,2.0NRT,288.84,2.88,N
23.66372,87.15993,302.49,0.42,0.45,2026-08-21,2025,N,nominal,2.0NRT,278.95,0.59,N
23.56004,87.24049,307.65,0.43,0.46,2026-08-21,2025,N,nominal,2.0NRT,286.15,2.79,N
23.6783,86.10711,305.64,0.55,0.43,2026-08-21,2025,N,nominal,2.0NRT,285.15,0.56,N
23.67846,86.08486,307.47,0.55,0.43,2026-08-21,2025,N,nominal,2.0NRT,284.66,2.61,N
24.18137,82.64606,307.55,0.4,0.37,2026-08-21,2025,N,nominal,2.0NRT,281.64,0.93,N
23.71933,85.00983,300.63,0.48,0.4,2026-08-21,2025,N,nominal,2.0NRT,272.32,1.6,N
24.76452,74.60926,304.28,0.47,0.48,2026-08-21,2027,N,nominal,2.0NRT,282.05,0.71,N
22.78901,86.19763,300.01,0.38,0.43,2026-08-21,2027,N,nominal,2.0NRT,273.29,0.95,N
22.37751,87.2774,313.32,0.45,0.47,2026-08-21,2027,N,nominal,2.0NRT,276,1.69,N
22.37663,87.28174,311.32,0.45,0.47,2026-08-21,2027,N,nominal,2.0NRT,275.48,1.69,N
22.37945,87.28,312.84,0.45,0.47,2026-08-21,2027,N,nominal,2.0NRT,275.6,1.79,N
22.37519,87.27901,306.49,0.45,0.47,2026-08-21,2027,N,nominal,2.0NRT,274.56,1.07,N
22.36667,87.29975,307.2,0.45,0.47,2026-08-21,2027,N,nominal,2.0NRT,275.03,1.47,N
22.36491,87.01798,303.61,0.43,0.46,2026-08-21,2027,N,nominal,2.0NRT,275.64,0.73,N
22.36072,87.01704,303.37,0.43,0.46,2026-08-21,2027,N,nominal,2.0NRT,275.6,0.73,N
22.05519,88.12621,303.92,0.51,0.5,2026-08-21,2027,N,nominal,2.0NRT,269.79,1.92,N
22.05068,88.12516,298.93,0.51,0.5,2026-08-21,2027,N,nominal,2.0NRT,269.97,1.92,N
18.8016,74.25277,301.85,0.41,0.45,2026-08-21,2027,N,nominal,2.0NRT,279.71,0.73,N
17.29336,78.40997,316.83,0.39,0.36,2026-08-21,2027,N,nominal,2.0NRT,290.6,1.01,N
17.29117,78.40939,314.49,0.39,0.36,2026-08-21,2027,N,nominal,2.0NRT,290.12,0.73,N
17.37035,77.44494,304.8,0.42,0.37,2026-08-21,2027,N,nominal,2.0NRT,292.06,0.79,N
17.08458,79.32294,309.57,0.38,0.36,2026-08-21,2027,N,nominal,2.0NRT,292.48,2.91,N
16.87195,80.02106,308.57,0.39,0.36,2026-08-21,2027,N,nominal,2.0NRT,290.85,1.5,N
15.33696,76.27781,307.42,0.44,0.39,2026-08-21,2029,N,nominal,2.0NRT,290.03,1.07,N
15.33752,76.27949,307.45,0.44,0.39,2026-08-21,2029,N,nominal,2.0NRT,289.54,1.38,N
15.33276,76.28716,306.84,0.44,0.39,2026-08-21,2029,N,nominal,2.0NRT,288.33,0.96,N
15.17908,77.10468,303.34,0.41,0.37,2026-08-21,2029,N,nominal,2.0NRT,287.2,0.81,N
15.17623,77.10031,305.69,0.41,0.37,2026-08-21,2029,N,nominal,2.0NRT,287.88,1.16,N
14.82645,79.31465,303.62,0.38,0.36,2026-08-21,2029,N,nominal,2.0NRT,269.66,0.8,N
15.02356,78.01485,311.86,0.39,0.36,2026-08-21,2029,N,nominal,2.0NRT,287.15,1.27,N
15.18658,76.6724,305.96,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,291.38,0.71,N
15.18368,76.66792,326.21,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,293,2.11,N
15.18423,76.63964,308.44,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,292.75,1.51,N
15.1802,76.66738,311.52,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,292.67,2.11,N
15.17962,76.67133,304.09,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,291.72,1.16,N
15.17905,76.67529,309.64,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,292.86,1.16,N
15.17844,76.65497,327.64,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,293.6,1.69,N
15.17327,76.69061,321.24,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,292.62,1.63,N
15.17787,76.65893,306.97,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,292.38,1.69,N
15.17497,76.65443,328.13,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,292.84,1.69,N
15.17439,76.65839,305.16,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,291.75,1.69,N
15.17382,76.66235,306.23,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,292.1,1.39,N
15.17694,76.65511,335.65,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,294.53,2.09,N
15.17635,76.65906,308.83,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,292.1,2.09,N
15.1716,76.69071,305.37,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,291.44,0.76,N
15.17346,76.65458,313.46,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,290.96,2.09,N
15.16701,76.67386,317.3,0.43,0.38,2026-08-21,2029,N,nominal,2.0NRT,291.08,1.71,N
15.13683,76.70946,303.89,0.42,0.38,2026-08-21,2029,N,nominal,2.0NRT,291.68,0.69,N
15.16771,76.37908,300.81,0.44,0.38,2026-08-21,2029,N,nominal,2.0NRT,289.77,0.87,N
15.07157,76.86326,302.8,0.42,0.38,2026-08-21,2029,N,nominal,2.0NRT,290.44,1.66,N
14.60582,78.52377,302.1,0.39,0.36,2026-08-21,2029,N,nominal,2.0NRT,278.49,0.67,N
13.8039,78.06523,305.05,0.39,0.36,2026-08-21,2029,N,nominal,2.0NRT,282.42,0.25,N
13.39369,80.10202,305.09,0.4,0.37,2026-08-21,2029,N,nominal,2.0NRT,284.92,0.81,N
13.89879,76.56554,296.53,0.42,0.38,2026-08-21,2029,N,nominal,2.0NRT,274.71,0.49,N
11.42601,77.51267,301.37,0.39,0.36,2026-08-21,2029,N,nominal,2.0NRT,272.63,0.62,N
11.11709,77.75499,302.08,0.38,0.36,2026-08-21,2029,N,nominal,2.0NRT,277.9,0.46,N
10.93034,77.06337,300.84,0.39,0.36,2026-08-21,2029,N,nominal,2.0NRT,281.61,0.63,N
10.61491,77.41926,300.63,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,276.99,0.5,N
10.2504,77.21418,318.29,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,281.29,2.02,N
10.24929,77.22139,301.71,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,278.37,0.7,N
10.24707,77.21375,340.55,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,281.06,3.49,N
10.24651,77.21736,330.64,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,281.18,3.49,N
10.24596,77.22096,296.36,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,273.85,0.45,N
10.24541,77.22453,299.32,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,272.63,0.45,N
10.24319,77.2169,308.07,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,272.56,3.49,N
10.04985,77.95205,302.63,0.38,0.36,2026-08-21,2032,N,nominal,2.0NRT,270.2,0.42,N
10.09488,77.23631,300.78,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,282.58,1.76,N
10.09154,77.23588,332.12,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,283.06,1.76,N
10.08821,77.23543,341.68,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,282.74,6.59,N
10.08768,77.23882,306.06,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,282.22,0.84,N
9.24785,77.32679,304.23,0.38,0.36,2026-08-21,2032,N,nominal,2.0NRT,264.54,0.4,N
8.74099,77.59838,309.44,0.38,0.36,2026-08-21,2032,N,nominal,2.0NRT,280.22,0.82,N
8.74044,77.60186,310.06,0.38,0.36,2026-08-21,2032,N,nominal,2.0NRT,281.68,0.68,N
8.59524,77.89958,300.64,0.39,0.36,2026-08-21,2032,N,nominal,2.0NRT,278.2,0.29,N
7.88986,80.12818,315.13,0.44,0.39,2026-08-21,2032,N,nominal,2.0NRT,272.23,1.92,N
39.86174,98.25141,304.57,0.38,0.59,2026-08-21,2021,N,nominal,2.0NRT,288.86,0.97,N
39.86056,98.25571,302.2,0.38,0.59,2026-08-21,2021,N,nominal,2.0NRT,288.34,0.97,N
39.84446,98.27216,303.35,0.38,0.59,2026-08-21,2021,N,nominal,2.0NRT,287.27,1.32,N
39.80866,98.33887,298.06,0.38,0.59,2026-08-21,2021,N,nominal,2.0NRT,287.91,0.44,N
39.81164,98.2857,300.89,0.38,0.59,2026-08-21,2021,N,nominal,2.0NRT,287.78,2.31,N
39.80923,98.29445,304.45,0.38,0.59,2026-08-21,2021,N,nominal,2.0NRT,289.62,1.39,N
39.80803,98.29883,302.88,0.38,0.59,2026-08-21,2021,N,nominal,2.0NRT,288.95,1.39,N
39.51092,54.33097,306.56,0.56,0.43,2026-08-21,2203,N,nominal,2.0NRT,294.97,1.74,N
39.24964,56.33965,311.31,0.46,0.39,2026-08-21,2203,N,nominal,2.0NRT,294.52,1.01,N
39.24605,56.33891,305.99,0.46,0.39,2026-08-21,2203,N,nominal,2.0NRT,294.04,1.01,N
37.99121,61.88198,308.89,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.18,2.27,N
37.98372,61.88464,305.65,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,289.53,2.6,N
35.78955,71.32182,296.02,0.41,0.6,2026-08-21,2203,N,nominal,2.0NRT,279.83,2.28,N
35.78323,71.34509,316.02,0.41,0.6,2026-08-21,2203,N,nominal,2.0NRT,286.15,2.51,N
35.78896,71.32448,299.59,0.41,0.6,2026-08-21,2203,N,nominal,2.0NRT,279.54,2.06,N
35.78307,71.34697,312.25,0.41,0.6,2026-08-21,2203,N,nominal,2.0NRT,285.66,2.48,N
37.77792,62.02959,309.4,0.41,0.37,2026-08-21,2203,N,nominal,2.0NRT,293.31,1.18,N
37.8459,61.606,306.5,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.12,0.82,N
37.7945,61.49568,312.05,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,293.35,1.02,N
37.63706,62.20541,299.75,0.41,0.37,2026-08-21,2203,N,nominal,2.0NRT,282.51,0.76,N
37.62601,62.1682,309.03,0.41,0.37,2026-08-21,2203,N,nominal,2.0NRT,288.15,1.09,N
38.68129,54.31793,311.55,0.54,0.42,2026-08-21,2203,N,nominal,2.0NRT,290.88,0.77,N
38.26358,57.65789,310.98,0.41,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.28,1.66,N
38.25209,57.66504,307.6,0.41,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.17,0.95,N
38.14901,58.39372,306.77,0.39,0.37,2026-08-21,2203,N,nominal,2.0NRT,292.53,0.82,N
37.77289,60.71682,309.82,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,293.17,0.9,N
37.60968,61.60677,329.54,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,297.02,2.84,N
37.61521,61.57536,313.03,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,295.31,1.04,N
37.61205,61.5933,307.4,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.77,0.82,N
37.61187,61.57444,307.35,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,293.89,1.04,N
37.6109,61.57673,308.41,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.75,1.52,N
37.80711,60.32889,308.09,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,292.92,0.93,N
37.59655,61.55865,321.73,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.97,2.21,N
37.59866,61.52635,312.89,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.36,1.34,N
37.59455,61.52991,331.55,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,296.01,2.74,N
37.59533,61.52543,313.65,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,293.76,1.34,N
37.58909,61.5613,311.74,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.01,1.2,N
37.59121,61.52899,325.45,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.41,2.14,N
37.58965,61.53796,306.31,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.46,0.73,N
37.58241,61.55946,320.09,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.42,2.11,N
37.50323,61.98904,308.66,0.41,0.37,2026-08-21,2203,N,nominal,2.0NRT,289.82,1.26,N
37.49649,61.84817,310.53,0.41,0.37,2026-08-21,2203,N,nominal,2.0NRT,286.49,2.21,N
37.7309,60.41758,304.32,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,293.09,0.21,N
37.72487,60.37079,307.53,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,292.94,0.5,N
37.43213,61.63255,306.58,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,291.83,1.23,N
37.62479,60.4409,306.31,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,293.38,0.61,N
37.62151,60.44004,307.51,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,292.88,0.61,N
37.63461,60.33954,320.8,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,293.93,1.83,N
37.61949,60.3898,308.21,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,293.3,0.96,N
37.511,61.01654,308.33,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,294.32,0.5,N
37.50288,61.02356,311.33,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,293.42,0.97,N
37.82876,58.38604,310.49,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,290.66,1.23,N
37.34903,61.36368,313.67,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,294.27,1.11,N
37.48846,60.46177,307.35,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,293.31,0.84,N
37.17986,60.86369,304.51,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,292.73,0.76,N
37.33964,58.04673,304.2,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,288.76,1.43,N
36.46903,60.84677,306.65,0.4,0.37,2026-08-21,2203,N,nominal,2.0NRT,295.6,1.32,N
36.49674,59.33639,303.45,0.38,0.36,2026-08-21,2203,N,nominal,2.0NRT,290.08,0.37,N
35.74158,63.13798,303.76,0.47,0.4,2026-08-21,2203,N,nominal,2.0NRT,292.17,0.94,N
35.72945,63.06416,310.38,0.46,0.39,2026-08-21,2203,N,nominal,2.0NRT,294.04,1.47,N
35.72588,63.06316,323.33,0.46,0.39,2026-08-21,2203,N,nominal,2.0NRT,294.32,2.66,N
36.27011,59.64975,307.46,0.38,0.36,2026-08-21,2203,N,nominal,2.0NRT,292.3,1.05,N
36.34448,58.67746,320.48,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,292.3,2.85,N
36.27856,58.77869,302.51,0.39,0.36,2026-08-21,2203,N,nominal,2.0NRT,291.78,0.73,N
36.24424,57.38247,306.13,0.4,0.37,2026-08-21,2205,N,nominal,2.0NRT,293.67,0.71,N
36.29649,54.78674,308.75,0.49,0.4,2026-08-21,2205,N,nominal,2.0NRT,290.47,1.19,N
32.29176,70.73003,306.58,0.46,0.63,2026-08-21,2205,N,nominal,2.0NRT,291.68,3.24,N
32.28937,70.73895,306.47,0.46,0.63,2026-08-21,2205,N,nominal,2.0NRT,291.96,1.86,N
32.29071,70.73856,306.65,0.46,0.63,2026-08-21,2205,N,nominal,2.0NRT,291.92,3.07,N
33.75377,59.14819,324.32,0.39,0.36,2026-08-21,2205,N,nominal,2.0NRT,291.79,1.82,N
32.92428,60.23438,307.18,0.41,0.37,2026-08-21,2205,N,nominal,2.0NRT,295.37,0.87,N
33.04047,56.84951,314.84,0.4,0.37,2026-08-21,2205,N,nominal,2.0NRT,298.99,3.3,N
31.94085,54.04643,308.41,0.47,0.4,2026-08-21,2205,N,nominal,2.0NRT,297.24,1.63,N
31.43318,56.49231,303.37,0.39,0.37,2026-08-21,2205,N,nominal,2.0NRT,292.43,0.45,N
30.75581,56.65406,306.14,0.39,0.36,2026-08-21,2205,N,nominal,2.0NRT,296.1,1.19,N
30.7552,56.65811,318.95,0.39,0.36,2026-08-21,2205,N,nominal,2.0NRT,296.66,2.11,N
30.66599,56.62064,313.98,0.39,0.36,2026-08-21,2205,N,nominal,2.0NRT,292.61,1.13,N
30.49704,56.81921,313.47,0.39,0.36,2026-08-21,2205,N,nominal,2.0NRT,294.91,1.28,N
30.36685,57.11438,308.94,0.39,0.36,2026-08-21,2205,N,nominal,2.0NRT,293.82,0.74,N
30.28461,57.2284,304.47,0.38,0.36,2026-08-21,2205,N,nominal,2.0NRT,293.34,0.56,N
30.37042,56.12617,304.49,0.4,0.37,2026-08-21,2205,N,nominal,2.0NRT,292.06,0.94,N
30.36982,56.13027,310.78,0.4,0.37,2026-08-21,2205,N,nominal,2.0NRT,292.65,0.94,N
30.236,56.90847,320.14,0.39,0.36,2026-08-21,2205,N,nominal,2.0NRT,296.44,2.01,N
30.38075,55.86547,308.15,0.4,0.37,2026-08-21,2205,N,nominal,2.0NRT,293.51,0.84,N
30.23504,56.71626,307.32,0.39,0.36,2026-08-21,2205,N,nominal,2.0NRT,294.44,0.71,N
30.32207,55.97468,317.32,0.4,0.37,2026-08-21,2205,N,nominal,2.0NRT,293.84,1.33,N
30.21592,55.98522,317.02,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,292.39,1.97,N
27.50355,68.7322,314.2,0.46,0.63,2026-08-21,2208,N,nominal,2.0NRT,292.54,1.28,N
29.92697,56.73441,312.18,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,294.25,1.84,N
27.50491,68.73128,305.99,0.46,0.63,2026-08-21,2208,N,nominal,2.0NRT,292.47,1.16,N
30.08121,55.39859,330.46,0.41,0.37,2026-08-21,2208,N,nominal,2.0NRT,296.52,3.88,N
29.99465,55.85413,314.28,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,289.34,1.05,N
29.9913,55.85347,331.45,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,292.76,10.05,N
29.98519,55.84814,298.84,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,288.51,0.63,N
30.00772,55.20332,304.86,0.41,0.37,2026-08-21,2208,N,nominal,2.0NRT,292.27,0.82,N
30.00149,55.19777,308.41,0.41,0.37,2026-08-21,2208,N,nominal,2.0NRT,292.23,0.78,N
29.99466,55.19651,311.81,0.41,0.37,2026-08-21,2208,N,nominal,2.0NRT,293.09,1.25,N
29.81032,55.75305,307.34,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,291.99,0.93,N
29.51303,55.80012,308.39,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,293.55,0.94,N
28.66126,59.06979,319.82,0.41,0.37,2026-08-21,2208,N,nominal,2.0NRT,296.97,1.8,N
29.15192,55.36428,305.54,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,295.09,1.22,N
29.15133,55.36842,305.72,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,295.34,0.85,N
29.13505,55.3796,309.56,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,297.02,1.87,N
29.17286,54.61795,327.33,0.42,0.38,2026-08-21,2208,N,nominal,2.0NRT,296.28,3.12,N
27.22847,60.49128,313.82,0.47,0.4,2026-08-21,2208,N,nominal,2.0NRT,301.13,1.65,N
27.42209,56.49989,313.88,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,299.03,5.03,N
27.42149,56.50374,315.27,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,299.19,4.69,N
27.1787,56.0605,313.46,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,300.34,5.47,N
27.16942,56.09861,332.9,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,301.65,7.12,N
27.16937,56.05471,330.14,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,300.63,3.92,N
27.16997,56.05084,319.23,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,299.97,3.92,N
27.16221,56.1012,314.71,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,299.33,6.58,N
25.97376,56.07207,317.39,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,302.83,4.45,N
25.90285,54.53182,313.77,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,300.13,0.54,N
25.55827,55.97596,315.64,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,303.5,1.42,N
25.55708,55.98356,314.42,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,302.68,1.02,N
25.30945,56.37099,319.22,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,301.06,1.65,N
25.30884,56.37479,313.23,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,300.45,0.7,N
24.98957,55.62641,322.93,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,302.85,4.77,N
25.0274,55.0911,317.32,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,304.53,2.24,N
24.50796,56.61171,319.38,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,302.34,5.12,N
24.50526,56.60728,339.91,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,304.22,5.12,N
24.50772,56.59212,314.81,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,302.15,1.15,N
24.50257,56.60284,317.05,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,302.16,1.51,N
24.47388,56.63245,311.75,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,300.53,0.82,N
24.45643,56.55091,315.08,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,300.79,1.95,N
24.50976,54.01717,335.5,0.41,0.37,2026-08-21,2208,N,nominal,2.0NRT,301.37,5.83,N
24.32875,54.47054,315.96,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,302.23,1.4,N
24.32203,54.46935,314.73,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,302.6,2.13,N
23.55466,58.19986,313.53,0.42,0.38,2026-08-21,2208,N,nominal,2.0NRT,301.63,0.66,N
24.00231,55.44154,312.89,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,301.03,3.81,N
23.66472,54.3513,304.59,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,290.92,0.62,N
23.19307,55.45877,323.52,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,303.35,2.46,N
23.15436,55.4485,318.14,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,303.11,1.17,N
23.31128,54.17712,317.36,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,301.14,1.3,N
23.27845,54.25884,343.56,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,305.73,11.74,N
23.27509,54.25826,336.92,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,306.02,8.06,N
23.27452,54.26212,329.93,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,302.7,8.06,N
22.88167,55.92781,324.13,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,302.2,3.37,N
22.87897,55.92346,324.37,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,301.93,1.37,N
22.87837,55.92719,344.8,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,302.03,3.37,N
22.87367,55.61592,327.15,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,302.79,2.01,N
22.87824,55.37178,335.89,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,306.07,11.45,N
22.87765,55.3755,318.05,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,304.61,7.65,N
22.87494,55.37117,314.78,0.38,0.36,2026-08-21,2208,N,nominal,2.0NRT,303.54,1.03,N
22.67307,56.251,334.23,0.39,0.36,2026-08-21,2208,N,nominal,2.0NRT,301.73,2.11,N
22.40808,56.98782,314.88,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,299.78,1.84,N
22.40743,56.99168,313.38,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,299.27,0.63,N
22.40407,56.99104,313.38,0.4,0.37,2026-08-21,2208,N,nominal,2.0NRT,299.55,0.63,N
22.44291,56.69816,332.69,0.39,0.37,2026-08-21,2208,N,nominal,2.0NRT,302.15,10.32,N
22.44227,56.70196,317.43,0.39,0.37,2026-08-21,2208,N,nominal,2.0NRT,302.76,10.32,N
22.32882,56.48957,336.79,0.39,0.36,2026-08-21,2210,N,nominal,2.0NRT,300.94,4.65,N
22.32798,56.47381,331.33,0.39,0.36,2026-08-21,2210,N,nominal,2.0NRT,301.53,1.28,N
21.93779,57.07164,326.52,0.4,0.37,2026-08-21,2210,N,nominal,2.0NRT,298.65,2.36,N
21.93712,57.07553,330.4,0.4,0.37,2026-08-21,2210,N,nominal,2.0NRT,298.5,2.36,N
21.89112,56.84793,327.39,0.4,0.37,2026-08-21,2210,N,nominal,2.0NRT,299.25,1.22,N
21.83515,56.67959,326.16,0.4,0.37,2026-08-21,2210,N,nominal,2.0NRT,300.04,2.01,N
21.33422,57.725,321.15,0.43,0.38,2026-08-21,2210,N,nominal,2.0NRT,296.75,1.22,N
21.32034,57.72228,325.94,0.43,0.38,2026-08-21,2210,N,nominal,2.0NRT,296.91,2.28,N
21.31259,57.7462,330.45,0.43,0.38,2026-08-21,2210,N,nominal,2.0NRT,297.03,2.86,N
21.3133,57.74208,319.28,0.43,0.38,2026-08-21,2210,N,nominal,2.0NRT,296.45,1.92,N
21.30323,57.79973,317.84,0.43,0.38,2026-08-21,2210,N,nominal,2.0NRT,296.59,1.46,N
21.29835,57.09784,310.21,0.41,0.37,2026-08-21,2210,N,nominal,2.0NRT,299.42,0.99,N
21.33362,56.69785,342.61,0.4,0.37,2026-08-21,2210,N,nominal,2.0NRT,304.07,12.15,N
20.98851,56.77284,311.18,0.4,0.37,2026-08-21,2210,N,nominal,2.0NRT,298.73,0.38,N
21.00124,56.53039,331.35,0.4,0.37,2026-08-21,2210,N,nominal,2.0NRT,300.14,2.37,N
20.39081,55.66155,320.48,0.39,0.36,2026-08-21,2210,N,nominal,2.0NRT,299.66,1.23,N
20.3875,55.66094,329.93,0.39,0.36,2026-08-21,2210,N,nominal,2.0NRT,299.23,2.67,N
20.38598,55.64927,325.02,0.39,0.36,2026-08-21,2210,N,nominal,2.0NRT,299.4,2.29,N
20.21257,55.71339,322.58,0.39,0.36,2026-08-21,2210,N,nominal,2.0NRT,298.72,0.85,N
18.69338,55.50425,329.95,0.39,0.36,2026-08-21,2210,N,nominal,2.0NRT,297.6,1.92,N
18.32417,55.10447,331.88,0.39,0.36,2026-08-21,2210,N,nominal,2.0NRT,300.26,2.16,N
18.32358,55.10811,311.25,0.39,0.36,2026-08-21,2210,N,nominal,2.0NRT,299.04,1.17,N
18.0354,54.64528,308.95,0.38,0.36,2026-08-21,2210,N,nominal,2.0NRT,298.52,0.73,N
18.01331,54.57097,308.57,0.38,0.36,2026-08-21,2210,N,nominal,2.0NRT,298.11,0.51,N
18.01274,54.57458,309.01,0.38,0.36,2026-08-21,2210,N,nominal,2.0NRT,297.69,0.51,N
